City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,grand-bassam,5.2118,-3.7388,26.98,87,95,1.84,CI,1698263059
288,baruun-urt,46.6806,113.2792,0.08,54,3,1.89,MN,1698262880
289,kharp,66.8014,65.8081,-11.78,88,52,3.25,RU,1698263060
290,flying fish cove,-10.4217,105.6791,25.82,88,100,4.12,CX,1698262904
291,iwanai,42.9744,140.5089,9.38,94,0,2.23,JP,1698263060
292,pont-a-mousson,48.9079,6.0589,13.24,95,100,7.72,FR,1698263061
293,la ronge,55.1001,-105.2842,-2.86,63,100,4.12,CA,1698262803
294,mooirivier,-29.2082,29.9946,11.27,88,66,0.76,ZA,1698263061
295,zangilan,39.0883,46.6512,16.93,61,95,1.04,AZ,1698263061
296,gulf park estates,30.3919,-88.7611,27.38,71,100,7.2,US,1698263061
297,al 'amarah,31.8406,47.1396,22.28,59,22,2.45,IQ,1698263062
298,shushtar,32.0455,48.8567,24.45,47,100,2.41,IR,1698263062
299,nurota,40.5614,65.6886,19.71,33,100,4.54,UZ,1698263062
300,ottumwa,41.02,-92.4113,20.3,90,100,2.06,US,1698263063
301,belyy yar,53.6039,91.3903,2.94,87,0,0.0,RU,1698262844
302,sao luiz gonzaga,-28.4083,-54.9608,20.44,76,83,4.35,BR,1698263063
303,saint-joseph,-21.3667,55.6167,25.26,79,4,2.98,RE,1698263063
304,yerofey pavlovich,53.9667,121.9667,-3.36,52,4,4.03,RU,1698263064
305,tolanaro,-25.0319,46.9987,23.04,78,40,2.57,MG,1698262517
306,murgab,37.4966,61.9714,21.93,40,100,7.2,TM,1698263065
307,vila franca do campo,37.7167,-25.4333,22.16,99,86,7.86,PT,1698262525
308,udayagiri,20.1333,84.3833,20.9,73,97,1.09,IN,1698263065
309,pisco,-13.7,-76.2167,21.03,78,100,4.12,PE,1698262898
310,bardai,11.65,7.2333,24.73,25,100,1.01,NG,1698262935
311,petropavlovsk-kamchatsky,53.0452,158.6483,4.14,78,40,4.0,RU,1698262721
312,ceyranbatan,40.5408,49.6597,14.84,73,60,3.45,AZ,1698263066
313,neryungri,56.6709,124.6491,-7.6,91,100,4.46,RU,1698263067
314,nizhneangarsk,55.7833,109.55,-1.11,45,100,3.58,RU,1698263067
315,alupka,44.4167,34.05,18.58,86,89,0.29,UA,1698263067
316,andapa,-14.65,49.65,21.61,96,98,0.34,MG,1698263067
317,nahiyat ash shinafiyah,31.5874,44.6602,22.76,56,0,2.42,IQ,1698263068
318,nagahama,35.3833,136.2667,13.15,92,0,2.0,JP,1698263068
319,vernon,50.2581,-119.2691,5.89,45,100,4.92,CA,1698262802
320,palikir - national government center,6.9248,158.1611,23.41,100,40,1.54,FM,1698262848
321,debre werk',10.6667,38.1667,15.39,71,100,0.51,ET,1698263069
322,atafu village,-8.5421,-172.5159,28.37,77,93,6.38,TK,1698262736
323,gaigeturi,33.4644,126.3183,16.03,72,0,3.09,KR,1698263069
324,klyuchi,52.2667,79.1667,11.75,56,100,8.16,RU,1698262709
325,cestos city,5.46,-9.5828,26.09,87,51,3.46,LR,1698263070
326,lycksele,64.5954,18.6735,-2.07,80,100,2.06,SE,1698263070
327,laguna,38.421,-121.4238,18.92,59,75,5.14,US,1698263070
328,vilyuchinsk,52.9306,158.4028,4.96,74,54,5.85,RU,1698262799
329,hermanus,-34.4187,19.2345,16.12,80,100,4.22,ZA,1698262805
330,santa elena de uairen,4.6167,-61.1333,25.64,71,91,2.51,VE,1698263071
331,marabba,12.35,32.1833,32.93,38,60,4.03,SD,1698263071
332,filingue,14.3521,3.3168,31.59,9,9,2.47,NE,1698263071
333,altai,46.3722,96.2583,2.52,21,4,2.11,MN,1698263071
334,mukalla,14.5425,49.1242,27.1,77,68,3.79,YE,1698263071
335,salinopolis,-0.6136,-47.3561,27.84,69,38,6.33,BR,1698263072
336,singaparna,-7.3515,108.111,21.58,96,72,0.33,ID,1698263072
337,kamaishi,39.2667,141.8833,13.59,82,76,3.23,JP,1698263072
338,thomaston,32.8882,-84.3266,25.26,55,100,4.12,US,1698263072
339,inari,68.906,27.0288,-3.89,93,97,3.25,FI,1698263072
340,callao,-12.0667,-77.15,21.51,77,100,4.63,PE,1698263003
341,aracati,-4.5617,-37.7697,27.15,64,0,5.18,BR,1698263073
342,darnah,32.767,22.6367,23.0,62,100,1.16,LY,1698263073
343,borgarnes,64.5383,-21.9206,8.03,85,85,4.06,IS,1698263073
344,karlskrona,56.1616,15.5866,7.25,90,100,7.61,SE,1698263073
345,kavaratti,10.5669,72.642,28.28,69,8,0.44,IN,1698262859
346,bikenibeu village,1.3673,173.1241,28.98,79,20,2.57,KI,1698262769
347,artigas,-30.4,-56.4667,21.34,59,46,3.42,UY,1698263074
348,tweed heads,-28.1817,153.547,22.02,86,100,3.6,AU,1698263074
349,dabou,5.3256,-4.3769,25.31,90,66,2.72,CI,1698263074
350,san felipe orizatlan,21.1833,-98.6167,28.26,75,100,1.08,MX,1698263075
351,beruniy,41.6911,60.7525,13.98,77,0,5.14,UZ,1698263075
352,kolokani,13.5728,-8.0339,29.81,14,81,2.13,ML,1698263075
353,eenhana,-17.4667,16.3333,25.23,41,67,2.55,NA,1698263075
354,settat,33.0007,-7.6204,17.9,69,4,3.41,MA,1698263075
355,aljezur,37.3191,-8.8033,19.17,90,91,2.34,PT,1698263075
356,agat village,13.3886,144.6585,28.06,91,0,1.54,GU,1698263076
357,uray,60.1247,64.7758,-3.96,61,1,2.68,RU,1698263076
358,tommot,58.9564,126.2925,-5.58,95,100,2.25,RU,1698263076
359,grand falls-windsor,48.9332,-55.6649,9.17,89,100,3.49,CA,1698262728
360,kahror pakka,29.6238,71.9167,24.93,37,0,1.37,PK,1698263077
361,iskushuban,10.2837,50.23,25.95,78,100,4.92,SO,1698263077
362,pacocha,-17.5833,-71.3333,21.08,68,100,3.09,PE,1698263077
363,katsuura,35.1333,140.3,16.47,77,0,4.99,JP,1698262872
364,crane,31.3974,-102.3501,24.02,44,0,2.71,US,1698262732
365,llorente,11.4119,125.5458,26.55,87,97,2.96,PH,1698263078
366,malvan,16.0667,73.4667,25.94,71,44,2.99,IN,1698263078
367,cill airne,52.05,-9.5167,10.28,97,91,1.89,IE,1698263078
368,kiruna,67.8557,20.2251,-3.49,93,100,3.6,SE,1698263079
369,wynyard,-41.0,145.7167,7.95,63,13,5.96,AU,1698262773
370,bahia honda,22.9036,-83.1592,27.62,70,87,7.37,CU,1698263079
371,tripoli,32.8752,13.1875,24.79,79,93,4.27,LY,1698263079
372,sandnessjoen,66.0217,12.6316,4.12,81,75,1.03,NO,1698262885
373,broken hill,-31.95,141.4333,6.23,58,0,7.67,AU,1698263079
374,charlestown,-32.95,151.6667,15.38,94,100,3.58,AU,1698263080
375,ambodifotatra,-16.9833,49.85,25.67,87,74,7.53,MG,1698262846
376,vanino,49.0869,140.2543,5.51,90,100,0.78,RU,1698262726
377,badger,64.8,-147.5333,-2.33,87,40,2.06,US,1698262839
378,dolisie,-4.1997,12.6739,22.55,94,90,1.77,CG,1698263080
379,mariental,-24.6333,17.9667,28.44,12,50,5.28,NA,1698263080
380,dudinka,69.4058,86.1778,-6.32,96,100,1.34,RU,1698263081
381,shingu,33.7333,135.9833,13.26,83,0,2.83,JP,1698263081
382,brisas de zicatela,15.8369,-97.0419,29.75,69,79,3.19,MX,1698263081
383,palmer,42.1584,-72.3287,21.93,51,75,3.6,US,1698262945
384,pangkalanbuun,-2.6833,111.6167,23.41,95,70,0.87,ID,1698263081
385,portoferraio,42.8115,10.3146,21.43,61,100,0.52,IT,1698262883
386,chimoio,-19.1164,33.4833,21.9,91,87,3.84,MZ,1698262942
387,taltal,-25.4,-70.4833,19.05,66,24,3.64,CL,1698263082
388,vangaindrano,-23.35,47.6,22.86,91,100,4.56,MG,1698262887
389,polyarnyy,69.1989,33.4478,-4.43,92,82,3.47,RU,1698262707
390,robertsport,6.7533,-11.3686,26.7,81,89,4.14,LR,1698263082
391,xuanzhou,30.9525,118.7553,18.99,71,98,0.88,CN,1698263083
392,kumeny,58.1089,49.9161,-4.06,95,11,3.37,RU,1698262999
393,brookings,44.3114,-96.7984,11.0,82,100,3.6,US,1698262732
394,yuanlin,30.4151,112.8859,18.55,92,100,1.56,CN,1698263083
395,khandyga,62.6667,135.6,-14.75,91,100,1.5,RU,1698263083
396,nuku'alofa,-21.1333,-175.2,22.19,73,75,8.23,TO,1698262727
397,kempsey,-31.0833,152.8333,17.75,91,100,3.13,AU,1698263084
398,lihue,21.9789,-159.3672,27.42,68,0,0.0,US,1698262902
399,tavda,58.0425,65.2726,-3.5,65,9,2.24,RU,1698263084
400,coronel dorrego,-38.7187,-61.2873,22.94,26,17,4.29,AR,1698262872
401,nyurba,63.2842,118.3319,-12.77,97,62,2.13,RU,1698263084
402,midvagur,62.0511,-7.1939,9.46,76,75,4.63,FO,1698263085
403,namibe,-15.1961,12.1522,18.9,81,86,1.53,AO,1698262515
404,pacific grove,36.6177,-121.9166,19.0,73,0,4.02,US,1698263085
405,wendouree,-37.55,143.8333,3.59,95,90,1.34,AU,1698263085
406,kapuskasing,49.4169,-82.4331,3.05,100,100,2.57,CA,1698262823
407,sao joao da barra,-21.6403,-41.0511,25.05,86,100,6.19,BR,1698262620
408,dabola,10.75,-11.1167,24.74,82,68,1.53,GN,1698263086
409,ajka,47.102,17.5589,14.47,84,100,3.55,HU,1698263086
410,novyy urgal,51.0736,132.5642,1.11,86,100,1.26,RU,1698263086
411,argo,37.6333,22.7333,22.66,48,100,1.53,GR,1698263086
412,dwarka,22.2394,68.9678,27.23,73,6,5.4,IN,1698263086
413,kayyerkan,69.3786,87.7439,-6.5,100,100,2.36,RU,1698263087
414,antsiranana,-12.2787,49.2917,24.51,89,94,4.61,MG,1698263087
415,guiuan,11.0333,125.7247,28.32,78,100,5.66,PH,1698262831
416,aswan,24.0934,32.907,33.61,19,0,3.09,EG,1698263087
417,uturoa,-16.7333,-151.4333,26.34,81,95,3.93,PF,1698262729
418,garden city,42.3256,-83.331,18.97,70,75,4.12,US,1698263087
419,zemio,5.0314,25.1361,21.19,97,100,1.26,CF,1698263088
420,ilha de mocambique,-15.0342,40.7358,26.08,88,5,6.25,MZ,1698263088
421,kristinestad,62.2743,21.376,-3.83,84,97,3.94,FI,1698263088
422,coxim,-18.5067,-54.76,34.83,37,100,3.46,BR,1698263089
423,chilecito,-29.1619,-67.4974,22.56,45,31,7.74,AR,1698263089
424,mangrol,21.1167,70.1167,26.97,62,37,2.64,IN,1698263089
425,holmsund,63.706,20.3641,-1.7,92,100,1.03,SE,1698263089
426,tosontsengel,48.7567,98.2839,0.22,40,45,0.81,MN,1698263089
427,usogorsk,63.4106,48.6872,-1.3,64,59,3.55,RU,1698262838
428,puerto barrios,15.7167,-88.6,27.08,94,75,0.0,GT,1698263090
429,madalena,41.2162,-8.3345,19.32,97,100,4.63,PT,1698263090
430,caleta de carquin,-11.0925,-77.6267,21.24,79,80,3.97,PE,1698262936
431,saint-jean-de-monts,46.7833,-2.0667,17.7,90,100,11.64,FR,1698263090
432,tvoroyri,61.5556,-6.8111,8.89,91,96,10.15,FO,1698263091
433,igrim,63.1906,64.4162,-4.14,92,100,2.05,RU,1698263091
434,juan griego,11.0817,-63.9655,30.09,68,100,3.0,VE,1698263091
435,mooloolaba,-26.6833,153.1167,21.7,87,17,3.28,AU,1698263091
436,amahai,-3.3333,128.9167,24.86,83,99,1.42,ID,1698263092
437,cidreira,-30.1811,-50.2056,20.26,63,4,5.44,BR,1698262911
438,quellon,-43.1167,-73.6167,12.38,68,100,0.97,CL,1698262903
439,heroica caborca,30.7167,-112.15,26.11,32,0,2.08,MX,1698263092
440,lindi,-10.0,39.7167,25.19,93,39,1.31,TZ,1698263092
441,miyako,39.6367,141.9525,12.65,84,43,2.48,JP,1698263092
442,manakara,-22.1333,48.0167,23.96,92,100,0.73,MG,1698263093
443,birnin kudu,11.4459,9.4984,26.97,18,100,3.0,NG,1698263093
444,patnagarh,20.7167,83.15,19.98,68,5,1.21,IN,1698263093
445,lensk,60.7253,114.9278,-2.22,76,100,3.01,RU,1698263093
446,kapa'a,22.0752,-159.319,27.83,67,0,0.45,US,1698262869
447,calamba,14.2117,121.1653,26.7,92,85,2.15,PH,1698263094
448,marka,1.7159,44.7717,26.76,84,39,5.16,SO,1698263094
449,ust'-charyshskaya pristan',52.3934,83.6635,12.95,36,100,9.23,RU,1698263094
450,revda,56.801,59.9303,-7.49,97,57,3.06,RU,1698263094
451,chemolgan,43.1897,76.5292,6.81,45,75,2.22,KZ,1698263094
452,coracora,-15.0333,-73.7833,15.33,62,98,5.33,PE,1698263095
453,sagua la grande,22.8067,-80.0756,27.55,60,40,8.03,CU,1698262947
454,izmail,45.3493,28.8408,19.16,51,93,4.22,UA,1698262877
455,dalianwan,39.0286,121.695,16.02,33,0,5.0,CN,1698263095
456,kutum,14.2,24.6667,26.32,19,47,4.42,SD,1698263095
457,huilong,31.8111,121.655,18.29,87,26,1.16,CN,1698263095
458,jayapura,-2.5333,140.7,24.66,92,100,1.72,ID,1698263096
459,navashino,55.5292,42.2003,-0.97,73,98,1.28,RU,1698263096
460,mughal sarai,25.3,83.1167,20.04,58,0,2.48,IN,1698263096
461,kourou,5.1552,-52.6478,32.03,69,86,5.54,GF,1698262842
462,bomdila,27.25,92.4,8.61,88,1,2.82,IN,1698263096
463,calama,-22.4667,-68.9333,27.27,6,0,11.83,CL,1698263003
464,kuqa,41.7278,82.9364,12.23,34,0,1.12,CN,1698263097
465,nadi,-17.8,177.4167,24.0,69,75,2.06,FJ,1698263097
466,astrakhan,46.3497,48.0408,7.93,65,0,4.92,RU,1698262920
467,ban karon,7.8477,98.2985,29.88,74,96,2.75,TH,1698263097
468,kuta,-8.7233,115.1723,26.97,94,40,1.03,ID,1698262866
469,al kharijah,25.4514,30.5464,26.89,30,0,3.26,EG,1698263098
470,vadso,70.0744,29.7487,-2.91,80,40,7.72,NO,1698262725
471,hammerfest,70.6634,23.6821,-4.75,86,20,1.03,NO,1698262753
472,puerto aysen,-45.4,-72.7,10.44,86,100,2.55,CL,1698263098
473,gueret,46.1667,1.8667,12.04,98,100,4.23,FR,1698263098
474,port blair,11.6667,92.75,25.02,100,75,1.03,IN,1698263099
475,arraial do cabo,-22.9661,-42.0278,23.92,83,75,4.63,BR,1698262876
476,antalaha,-14.9003,50.2788,24.02,91,95,2.17,MG,1698263099
477,xiva,41.3783,60.3639,13.99,67,97,5.41,UZ,1698263099
478,pinar del rio,22.4175,-83.6981,29.11,61,99,5.63,CU,1698263099
479,marco,25.9726,-81.729,31.01,37,40,7.72,US,1698263099
480,baie-comeau,49.2168,-68.1489,8.82,93,100,1.54,CA,1698263100
481,codrington,-38.2667,141.9667,10.67,66,73,7.47,AU,1698262822
482,irkutsk,52.2978,104.2964,2.38,75,0,1.0,RU,1698262993
483,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1698263100
484,palangkaraya,-2.2,113.8333,23.25,94,59,0.79,ID,1698263100
485,sarakhs,36.5449,61.1577,23.01,31,100,3.66,IR,1698263101
486,plastun,44.7561,136.2939,9.71,85,100,1.76,RU,1698263101
487,kingsford,-33.924,151.2275,15.08,77,75,9.26,AU,1698263101
488,preobrazheniye,42.9019,133.9064,11.62,74,80,1.8,RU,1698263101
489,qaisumah,28.3112,46.1273,20.98,68,75,6.69,SA,1698263102
490,beira,-19.8436,34.8389,25.45,85,60,8.62,MZ,1698262966
491,ust'-ordynskiy,52.805,104.7508,1.85,55,98,1.45,RU,1698263102
492,erechim,-27.6342,-52.2739,20.34,71,13,3.39,BR,1698263103
493,guerrero negro,27.9769,-114.0611,22.59,55,0,4.79,MX,1698263103
494,nova vicosa,-17.8919,-39.3719,26.89,77,22,8.2,BR,1698262707
495,lethem,3.3803,-59.7968,33.16,49,79,0.89,GY,1698263104
496,bakchar,57.0186,82.0711,4.77,79,100,4.4,RU,1698263104
497,rasht,37.2808,49.5832,16.9,100,1,0.0,IR,1698263008
498,zouerate,22.7187,-12.4521,28.43,28,0,4.44,MR,1698263104
499,old town,50.087,14.4202,12.78,79,0,3.6,CZ,1698263104
500,isiro,2.7739,27.616,20.2,99,100,0.42,CD,1698263105
501,kayangel,8.0823,134.7173,28.65,76,95,5.22,PW,1698262567
502,ca mau,9.1769,105.15,24.69,91,90,0.84,VN,1698263105
503,betio village,1.358,172.9211,29.02,72,11,5.16,KI,1698263105
504,kargasok,59.0556,80.8572,1.09,99,100,1.34,RU,1698262909
505,poronaysk,49.2167,143.1167,6.82,82,100,3.07,RU,1698263106
506,kill devil hills,36.0307,-75.676,23.01,63,0,3.09,US,1698262844
507,natal,-5.795,-35.2094,29.36,65,20,5.14,BR,1698262897
508,savannah,32.0835,-81.0998,27.04,63,100,6.17,US,1698263106
509,viqueque,-8.8673,126.3658,23.31,75,1,1.6,TL,1698263106
510,puerto deseado,-47.7503,-65.8938,20.88,25,6,10.87,AR,1698262832
511,kone,-21.0595,164.8658,23.83,83,96,2.14,NC,1698262919
512,rabo de peixe,37.8,-25.5833,21.66,99,75,8.75,PT,1698262849
513,azemmour,33.2895,-8.3425,20.66,78,4,2.22,MA,1698263107
514,xilin hot,43.9667,116.0333,2.29,37,97,1.37,CN,1698263107
515,nikolayevsk-on-amure,53.1406,140.73,-0.39,82,50,1.71,RU,1698262807
516,margate,51.3813,1.3862,10.94,87,79,0.46,GB,1698263107
517,sumbawa besar,-8.5,117.4333,22.15,78,38,2.02,ID,1698263108
518,progreso,21.2833,-89.6667,29.44,65,12,8.68,MX,1698263108
519,tidjikja,18.5564,-11.4271,32.14,20,92,4.38,MR,1698263109
520,muscat,23.6139,58.5922,29.01,65,74,1.66,OM,1698262216
521,beloyarskiy,63.7119,66.6722,-2.22,83,100,1.34,RU,1698263109
522,mogoytuy,51.2833,114.9167,-5.21,47,8,1.69,RU,1698263109
523,makarska,43.2969,17.0178,18.0,81,33,2.7,HR,1698262987
524,oroqen zizhiqi,50.5667,123.7167,-0.58,53,6,5.89,CN,1698263110
525,luwuk,-0.9516,122.7875,24.25,59,67,2.16,ID,1698263110
526,karatuzskoye,53.6072,92.8667,3.54,90,100,4.47,RU,1698263110
527,galliano,29.4422,-90.2992,29.44,65,40,5.14,US,1698263110
528,juye,35.3947,116.0883,16.96,51,29,1.93,CN,1698263111
529,fukuecho,32.6881,128.8419,20.29,62,5,4.23,JP,1698263111
530,zanjan,36.6736,48.4787,13.27,50,3,1.62,IR,1698262950
531,jacmel,18.2342,-72.5347,29.25,70,80,0.91,HT,1698263111
532,praia da vitoria,38.7333,-27.0667,20.14,88,75,6.35,PT,1698262653
533,mazatlan,23.2167,-106.4167,29.39,66,0,2.24,MX,1698263112
534,orkney,-26.9802,26.6727,21.08,12,0,1.66,ZA,1698263112
535,santa cruz cabralia,-16.2781,-39.0247,28.13,74,20,9.77,BR,1698263112
536,pyt-yakh,60.7499,72.8582,-1.3,81,100,1.83,RU,1698263112
537,puerto salgar,5.463,-74.6544,32.4,58,81,1.76,CO,1698263113
538,inirida,3.8653,-67.9239,31.21,62,99,1.82,CO,1698262894
539,mantua,45.1667,10.7833,14.99,88,100,0.89,IT,1698263091
540,port macquarie,-31.4333,152.9167,17.72,89,100,5.83,AU,1698262711
541,tete,-16.1564,33.5867,32.27,46,0,6.35,MZ,1698263113
542,ivdel',60.6911,60.4206,-4.34,72,79,1.79,RU,1698263114
543,pangody,65.85,74.4859,-6.99,96,79,2.98,RU,1698263114
544,kulhudhuffushi,6.6221,73.07,27.86,76,65,2.99,MV,1698263114
545,atherton,53.5237,-2.4935,9.14,93,100,1.12,GB,1698263115
546,nkove,-7.95,30.85,25.52,71,100,5.33,TZ,1698263115
547,mahajanga,-15.7167,46.3167,28.01,78,20,5.66,MG,1698262931
548,salekhard,66.53,66.6019,-9.81,93,50,3.43,RU,1698263115
549,chulakkurgan,43.765,69.1814,15.18,46,100,6.21,KZ,1698263116
550,letlhakane,-21.4167,25.5833,27.3,41,0,7.49,BW,1698263117
551,mrakovo,52.7161,56.6244,-3.38,80,60,4.54,RU,1698263117
552,nantwich,53.0688,-2.5205,8.64,94,100,1.93,GB,1698263117
553,shenjiamen,29.9576,122.298,21.37,85,100,1.45,CN,1698263118
554,enriquillo,17.9,-71.2333,32.82,81,98,2.01,DO,1698263118
555,ilhabela,-23.7781,-45.3581,21.79,87,71,2.1,BR,1698263118
556,aguilas,37.4063,-1.5829,21.88,62,100,3.71,ES,1698263119
557,salah bey,35.8545,5.2905,15.23,52,57,1.99,DZ,1698263119
558,santana,-0.0583,-51.1817,34.1,49,40,4.12,BR,1698263119
559,santa maria,-29.6842,-53.8069,18.61,77,75,2.06,BR,1698263103
560,semporna,4.4818,118.6112,26.06,83,47,1.21,MY,1698263120
561,nadym,65.5333,72.5167,-5.37,93,98,4.43,RU,1698262930
562,fortaleza,-3.7227,-38.5247,29.48,68,20,5.14,BR,1698262964
563,fale old settlement,-9.3852,-171.2468,28.08,78,100,7.11,TK,1698262713
564,prado,-17.3411,-39.2208,26.13,80,14,9.09,BR,1698263121
565,okha,53.5739,142.9478,0.99,74,15,3.39,RU,1698262849
566,mount pearl,47.5166,-52.7813,11.19,78,100,10.8,CA,1698262763
567,al jawf,29.5,38.75,24.1,37,0,4.58,SA,1698262883
568,katabu,-4.9333,122.5167,21.29,88,98,1.23,ID,1698263122
569,nushki,29.5542,66.0215,21.45,20,0,2.85,PK,1698263122
570,zhangye,38.9342,100.4517,9.13,28,0,2.23,CN,1698263122
571,saint-leu,-21.15,55.2833,25.53,79,2,5.82,RE,1698262881
572,baikunthpur,23.25,82.55,17.16,62,5,1.3,IN,1698263122
573,sinabang,2.4803,96.3801,25.52,84,60,1.91,ID,1698262748
